,Sales_ID,Brand_Name,Car_Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Max_Power,Engine,Seats,City_Name
5543,5706,Mahindra, Bolero 2011-2019 ZLX,2015,600000,80000,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,15.96,62.1,2523.0,7,Surat
5544,5707,Maruti, Eeco 5 Seater AC BSIV,2014,300000,49025,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,15.37,73.0,1196.0,5,Jaipur
5545,5708,Tata, Nano Twist XE,2015,110000,15000,CT14,ST07,395101,Petrol,Individual,Manual,First Owner,25.4,37.5,624.0,4,Surat
5546,5709,Maruti, Alto K10 LXI,2014,240000,90000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,23.95,67.05,998.0,5,Patna
5547,5710,Tata, Tiago 1.2 Revotron XE,2016,300000,90000,CT08,ST29,700053,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Kolkata
5548,5711,BMW, 7 Series 730Ld,2010,2000000,90000,CT22,ST14,452003,Diesel,Individual,Automatic,Second Owner,14.49,258.0,2993.0,5,Indore
5549,5712,Tata, Indica V2 DLE BSII,2007,50000,80000,CT18,ST21,141003,Diesel,Individual,Manual,Third Owner,17.2,53.5,1396.0,5,Ludhiana
5550,5713,Chevrolet, Tavera B1-10 seats BSII,2009,295000,195000,CT06,ST22,302013,Diesel,Individual,Manual,Second Owner,14.8,80.0,2499.0,10,Jaipur
5551,5714,Mahindra, Scorpio 2.6 CRDe,2006,310000,90000,CT22,ST14,452003,Diesel,Individual,Manual,Third Owner,10.5,120.0,2179.0,8,Indore
5552,5715,Maruti, 800 AC,1997,29999,80000,CT12,ST28,201301,Petrol,Individual,Manual,Third Owner,16.1,37.0,796.0,4,Noida
5553,5716,Honda, City i VTEC VX Option BL,2016,925000,22000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,17.8,117.3,1497.0,5,Mangalore
5554,5717,Maruti, Vitara Brezza LDi Option,2016,640000,70000,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,24.3,88.5,1248.0,5,Chennai
5555,5718,Maruti, Swift Dzire 1.2 Vxi BSIV,2012,350000,35000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,17.5,85.8,1197.0,5,Dehradun
5556,5719,Maruti, Swift Dzire VXI,2013,385000,120000,CT18,ST21,141003,Petrol,Individual,Manual,First Owner,19.1,85.8,1197.0,5,Ludhiana
5557,5720,Maruti, Swift Dzire VDI,2013,409999,100000,CT03,ST24,600039,Diesel,Individual,Manual,Second Owner,23.4,74.0,1248.0,5,Chennai
5558,5721,Mahindra, XUV500 AT W10 AWD,2016,1300000,40000,CT15,ST20,751022,Diesel,Individual,Automatic,First Owner,16.0,140.0,2179.0,7,Bhubaneshwar
5559,5722,Ford, Fiesta 1.6 Duratec EXI,2009,210000,60000,CT11,ST07,382220,Petrol,Individual,Manual,Third Owner,15.3,101.0,1596.0,5,Ahmedabad
5560,5723,Mahindra, Scorpio SLX 2.6 Turbo 8 Str,2007,300000,110000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,10.5,120.0,2179.0,7,Delhi
5561,5724,Mahindra, Scorpio 2006-2009 LX 2.6 Turbo 9 Str,2008,450000,112000,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,10.5,120.0,2609.0,9,Vadodara
5562,5725,Ford, Figo Diesel ZXI,2011,170000,70000,CT08,ST29,700053,Diesel,Individual,Manual,Second Owner,20.0,68.0,1399.0,5,Kolkata
5563,5726,Honda, City i DTEC VX,2014,650000,140000,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,25.1,98.6,1498.0,5,Kolkata
5564,5727,Maruti, Esteem AX,1997,125000,94000,CT10,ST12,560063,Petrol,Individual,Automatic,Fourth & Above Owner,15.9,85.0,1298.0,5,Bangalore
5565,5728,Maruti, Alto LXi,2012,145000,70000,CT24,ST13,680001,Petrol,Individual,Manual,First Owner,19.7,46.3,796.0,5,Thrissur
5566,5729,Volkswagen, Polo 2015-2019 1.5 TDI Highline Plus,2018,681000,27000,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,20.14,88.0,1498.0,5,Jamshedpur
5567,5730,Honda, City i DTEC VX,2015,635000,173000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,25.1,98.6,1498.0,5,Bhubaneshwar
5568,5731,Maruti, Alto LXi BSIII,2010,140000,80000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Patna
5569,5732,Honda, City i DTec VX,2016,750000,86000,CT18,ST21,141003,Diesel,Individual,Manual,Third Owner,26.0,98.6,1498.0,5,Ludhiana
5570,5733,Honda, City i DTEC V,2015,611000,80000,CT06,ST22,302013,Diesel,Individual,Manual,Second Owner,26.0,98.6,1498.0,5,Jaipur
5571,5734,Maruti, Alto LXi,2007,110000,120000,CT15,ST20,751022,Petrol,Individual,Manual,Third Owner,19.7,46.3,796.0,5,Bhubaneshwar
5572,5735,Maruti, Wagon R AX BSIII,2006,100000,100000,CT25,ST01,524225,Petrol,Individual,Automatic,Second Owner,16.0,64.0,1061.0,5,Nellore
5573,5736,Tata, Indica Vista Quadrajet VX Tech,2014,225000,120000,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,22.3,74.0,1248.0,5,Bangalore
5574,5737,Hyundai, Verna Transform CRDi VGT SX ABS,2010,250000,190000,CT18,ST21,141003,Diesel,Individual,Manual,Third Owner,16.2,110.0,1493.0,5,Ludhiana
5575,5738,Mahindra, Scorpio EX,2011,385000,120000,CT25,ST01,524225,Diesel,Individual,Manual,Second Owner,14.0,75.0,2523.0,8,Nellore
5576,5739,Maruti, Alto LXi,2012,135000,70000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,19.7,46.3,796.0,5,Dehradun
5577,5740,Maruti, Alto LX,2006,65000,100000,CT15,ST20,751022,Petrol,Individual,Manual,Second Owner,19.7,46.3,796.0,5,Bhubaneshwar
5578,5741,Maruti, Alto K10 VXI,2016,260000,120000,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,23.95,67.05,998.0,5,Jaipur
5579,5742,Maruti, Swift Dzire VDI,2014,465000,120000,CT17,ST07,391510,Diesel,Individual,Manual,Second Owner,23.4,74.0,1248.0,5,Vadodara
5580,5744,Mahindra, KUV 100 mFALCON G80 K8 Dual Tone,2017,430000,20000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,18.15,82.0,1198.0,6,Kolkata
5581,5745,Hyundai, i20 Asta,2009,200000,81000,CT06,ST22,302013,Petrol,Individual,Manual,Fourth & Above Owner,17.0,80.0,1197.0,5,Jaipur
5582,5746,Chevrolet, Beat LS,2011,125000,90000,CT26,ST15,431001,Petrol,Individual,Manual,Second Owner,18.6,79.4,1199.0,5,Aurangabad
5583,5747,Maruti, 800 Std,2001,45000,60000,CT24,ST13,680001,Petrol,Individual,Manual,Second Owner,16.1,37.0,796.0,4,Thrissur
5584,5748,Chevrolet, Beat LS,2012,124000,40000,CT09,ST34,110029,Petrol,Individual,Manual,Second Owner,18.6,79.4,1199.0,5,Delhi
5585,5749,Tata, Indica GLS BS IV,2007,80000,80000,CT09,ST34,110029,Petrol,Individual,Manual,Third Owner,15.3,65.3,1193.0,5,Delhi
5586,5750,Maruti, Ertiga VXI CNG Limited Edition,2014,545000,35000,CT26,ST15,431001,CNG,Individual,Manual,First Owner,22.8,80.9,1373.0,7,Aurangabad
5587,5751,Maruti, Ertiga ZDI Plus,2019,1050000,20000,CT18,ST21,141003,Diesel,Individual,Manual,First Owner,25.47,88.5,1248.0,7,Ludhiana
5588,5752,Chevrolet, Sail 1.2 LS,2015,200000,50000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,18.2,82.4,1199.0,5,Vellore
5589,5753,Mahindra, XUV500 AT W10 FWD,2015,1100000,77000,CT14,ST07,395101,Diesel,Individual,Automatic,Second Owner,16.0,140.0,2179.0,7,Surat
5590,5754,Mahindra, XUV500 W6 2WD,2014,750000,50000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,15.1,140.0,2179.0,7,kanpur
5591,5755,Tata, Tiago 1.2 Revotron XZ,2016,425000,13500,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,23.84,84.0,1199.0,5,Nellore
5592,5756,Maruti, Alto 800 LXI Optional,2016,300000,38000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,24.7,47.3,796.0,5,Nellore
5593,5757,Maruti, Ertiga ZDI Plus,2019,1200000,14000,CT11,ST07,382220,Diesel,Individual,Manual,First Owner,25.47,88.5,1248.0,7,Ahmedabad
5594,5758,Honda, Civic 1.8 V MT,2009,240000,70000,CT24,ST13,680001,Petrol,Individual,Manual,First Owner,13.5,130.0,1799.0,5,Thrissur
5595,5759,Mahindra, KUV 100 mFALCON D75 K8,2016,450000,55000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,25.32,77.0,1198.0,6,Mangalore
5596,5760,Maruti, Wagon R LXI,2006,80000,150000,CT26,ST15,431001,Petrol,Individual,Manual,Fourth & Above Owner,18.9,67.1,998.0,5,Aurangabad
5597,5761,Mahindra, Bolero 2011-2019 SLX 2WD BSIII,2013,500000,160000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,15.96,62.1,2523.0,7,Mysore
5598,5762,Chevrolet, Sail Hatchback Diesel Base,2013,295000,50000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,22.1,76.9,1248.0,5,Ranchi
5599,5763,Tata, Indigo CS LE (TDI) BS-III,2008,100000,120000,CT08,ST29,700053,Diesel,Individual,Manual,Third Owner,19.09,69.0,1396.0,5,Kolkata
5600,5764,Hyundai, Verna 1.6 SX,2013,700000,76460,CT17,ST07,391510,Diesel,Individual,Manual,First Owner,22.32,126.32,1582.0,5,Vadodara
5601,5765,Ford, Figo Diesel Titanium,2011,180000,125000,CT09,ST34,110029,Diesel,Individual,Manual,Second Owner,20.0,68.0,1399.0,5,Delhi
5602,5766,Mahindra, Verito 1.5 D2 BSIII,2012,225000,110000,CT14,ST07,395101,Diesel,Individual,Manual,Second Owner,20.8,65.0,1461.0,5,Surat
5603,5767,Hyundai, EON Era Plus,2017,310000,25000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,21.1,55.2,814.0,5,Pune
5604,5768,Honda, City i DTEC SV,2015,625000,30000,CT06,ST22,302013,Diesel,Individual,Manual,First Owner,26.0,98.6,1498.0,5,Jaipur
5605,5769,Hyundai, i10 Magna LPG,2013,275000,70000,CT27,ST11,831001,LPG,Individual,Manual,Second Owner,19.2,68.05,1086.0,5,Jamshedpur
5606,5770,Hyundai, i10 Era,2013,245000,110000,CT02,ST15,411002,Petrol,Individual,Manual,Second Owner,19.81,68.05,1086.0,5,Pune
5607,5771,Maruti, Zen Estilo VXI BSIV,2010,160000,200000,CT14,ST07,395101,Petrol,Individual,Manual,First Owner,19.0,67.1,998.0,5,Surat
5608,5772,Hyundai, EON Era Plus,2014,250000,80000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,21.1,55.2,814.0,5,Pune
5609,5773,Honda, Amaze E i-Dtech,2014,450000,76000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,25.8,98.6,1498.0,5,Mysore
5610,5774,Tata, Indica V2 DLS,2007,85000,150000,CT14,ST07,395101,Diesel,Individual,Manual,Second Owner,17.2,53.5,1396.0,5,Surat
5611,5775,Toyota, Innova Crysta 2.4 VX MT BSIV,2018,1938000,35000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,13.68,147.8,2393.0,7,Mysore
5612,5776,Hyundai, i20 2015-2017 Magna 1.2,2016,550000,40000,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,18.6,81.83,1197.0,5,Jaipur
5613,5777,Ford, EcoSport 1.5 TDCi Trend Plus BSIV,2015,551000,110000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,22.77,98.59,1498.0,5,Indore
5614,5778,Hyundai, Xcent 1.2 VTVT E,2019,500000,60000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,20.14,81.86,1197.0,5,Jamshedpur
5615,5779,Honda, Amaze S i-VTEC,2018,585000,15000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,17.8,86.7,1198.0,5,Vadodara
5616,5780,Hyundai, Accent Executive,2013,172000,120000,CT04,ST24,641043,Petrol,Individual,Manual,First Owner,16.36,93.7,1495.0,5,Coimbatore
5617,5781,Hyundai, Verna 1.6 SX,2012,360000,100000,CT15,ST20,751022,Diesel,Individual,Manual,Second Owner,22.32,126.32,1582.0,5,Bhubaneshwar
5618,5782,Tata, Tiago 1.05 Revotorq XT Option,2017,350000,24000,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,27.28,69.0,1047.0,5,Ranchi
5619,5783,Ford, EcoSport 1.5 Diesel Trend Plus BSIV,2018,700000,53000,CT02,ST15,411002,Diesel,Individual,Manual,First Owner,23.0,98.96,1498.0,5,Pune
5620,5784,Maruti, Alto LXi,2011,148000,40000,CT19,ST12,570004,Petrol,Individual,Manual,Third Owner,19.7,46.3,796.0,5,Mysore
5621,5785,Maruti, Eeco CNG HTR 5-STR,2016,330000,47370,CT23,ST12,574142,CNG,Individual,Manual,First Owner,21.94,63.0,1196.0,5,Mangalore
5622,5786,Skoda, Octavia Ambiente 1.9 TDI MT,2007,110000,120000,CT02,ST15,411002,Diesel,Individual,Manual,Second Owner,18.7,66.0,1896.0,5,Pune
5623,5787,Maruti, Swift VDI Windsong Limited edition,2015,450000,100000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,25.2,73.94,1248.0,5,Aurangabad
5624,5788,Chevrolet, Captiva LT,2009,260000,80000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,11.5,147.9,1991.0,7,Mangalore
5625,5789,Hyundai, i10 Sportz,2011,200000,91000,CT18,ST21,141003,Petrol,Individual,Manual,Second Owner,20.36,78.9,1197.0,5,Ludhiana
5626,5790,Maruti, Alto K10 LXI CNG,2019,430000,20000,CT17,ST07,391510,CNG,Individual,Manual,First Owner,32.26,58.3,998.0,4,Vadodara
5627,5791,Mahindra, Scorpio SLE BSIII,2013,550000,80000,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,12.05,120.0,2179.0,8,Ranchi
5628,5792,Maruti, Ritz LDi,2013,245000,80000,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,23.2,73.94,1248.0,5,Kolkata
5629,5793,Maruti, Eeco CNG 5 Seater AC BSIV,2016,320000,80000,CT09,ST34,110029,CNG,Individual,Manual,First Owner,21.94,61.7,1196.0,5,Delhi
5630,5794,Hyundai, Accent GLE CNG,2008,120000,110000,CT15,ST20,751022,CNG,Individual,Manual,Third Owner,13.2,94.0,1495.0,5,Bhubaneshwar
5631,5795,Hyundai, Elantra CRDi SX,2013,615000,120000,CT23,ST12,574142,Diesel,Individual,Manual,First Owner,22.7,126.24,1582.0,5,Mangalore
5632,5796,Skoda, Superb Elegance 2.0 TDI CR AT,2013,600000,90000,CT26,ST15,431001,Diesel,Individual,Automatic,First Owner,17.2,138.1,1968.0,5,Aurangabad
5633,5797,Volkswagen, Passat 1.8 TSI MT,2010,300000,120000,CT07,ST13,682024,Petrol,Individual,Manual,Second Owner,14.3,160.0,1798.0,5,Kochi
5634,5798,Ford, Figo 1.5D Trend MT,2016,400000,45217,CT02,ST15,411002,Diesel,Dealer,Manual,First Owner,25.83,99.0,1498.0,5,Pune
5635,5799,Hyundai, Creta 1.6 CRDi AT SX Plus,2017,1000000,60000,CT11,ST07,382220,Diesel,Individual,Automatic,Second Owner,17.01,126.2,1582.0,5,Ahmedabad
5636,5800,Hyundai, Sonata 2.4 GDi MT,2012,525000,70000,CT19,ST12,570004,Petrol,Individual,Manual,Second Owner,13.44,198.25,2359.0,5,Mysore
5637,5801,Fiat, Grande Punto 1.3 Emotion (Diesel),2013,300000,133000,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,20.3,75.0,1248.0,5,kanpur
5638,5802,Fiat, Grande Punto 1.3 Emotion (Diesel),2011,220000,117000,CT03,ST24,600039,Diesel,Individual,Manual,Second Owner,20.3,75.0,1248.0,5,Chennai
5639,5803,Mahindra, XUV500 W8 4WD,2015,850000,173000,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,16.0,140.0,2179.0,7,Chennai
5640,5804,Honda, City 1.5 V MT,2011,500000,35000,CT24,ST13,680001,Petrol,Individual,Manual,First Owner,17.0,118.0,1497.0,5,Thrissur
5641,5805,Hyundai, Accent GLE,2003,59000,70000,CT10,ST12,560063,Petrol,Individual,Manual,Second Owner,13.2,94.0,1495.0,5,Bangalore
5642,5806,Maruti, Alto LX,2011,130000,60000,CT09,ST34,110029,Petrol,Individual,Manual,Third Owner,19.7,46.3,796.0,5,Delhi
5643,5807,Volkswagen, Polo 1.2 MPI Comfortline,2016,375000,120000,CT06,ST22,302013,Petrol,Individual,Manual,Second Owner,16.2,74.0,1199.0,5,Jaipur
5644,5809,Volkswagen, Polo Diesel Trendline 1.2L,2011,220000,222300,CT07,ST13,682024,Diesel,Individual,Manual,First Owner,22.07,73.9,1199.0,5,Kochi
5645,5810,Toyota, Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,625000,100000,CT16,ST23,737101,Diesel,Individual,Manual,Second Owner,12.99,100.57,2494.0,7,Gangtok
5646,5811,Maruti, Ritz LDi,2013,295000,120000,CT05,ST25,500045,Diesel,Individual,Manual,First Owner,23.2,73.94,1248.0,5,Hyderabad
5647,5813,Tata, Sumo MKII Turbo 2.0 LX,2010,235000,90000,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,14.0,90.0,1948.0,9,Jamshedpur
5648,5814,Hyundai, Sonata 2.4 GDi MT,2012,500000,330000,CT11,ST07,382220,Petrol,Individual,Manual,Second Owner,13.44,198.25,2359.0,5,Ahmedabad
5649,5815,Maruti, Swift VVT VXI,2017,509999,20000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,22.0,81.8,1197.0,5,Ranchi
5650,5816,Maruti, Alto 800 LXI CNG,2020,370000,16000,CT04,ST24,641043,CNG,Individual,Manual,First Owner,33.0,47.3,796.0,5,Coimbatore
5651,5817,Hyundai, Grand i10 Sportz,2016,370000,30000,CT20,ST28,208002,Petrol,Individual,Manual,Second Owner,18.9,82.0,1197.0,5,kanpur
5652,5819,Mahindra, Quanto C8,2012,300000,210000,CT16,ST23,737101,Diesel,Individual,Manual,First Owner,17.21,100.0,1493.0,7,Gangtok
5653,5820,Hyundai, i10 Sportz 1.1L,2015,350000,20000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,19.81,68.05,1086.0,5,Nellore
5654,5821,Renault, KWID 1.0 RXT Optional,2018,395000,20000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,23.01,67.0,999.0,5,Aurangabad
5655,5822,Toyota, Innova 2.5 G (Diesel) 8 Seater,2015,850000,100000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,12.99,100.6,2494.0,8,Indore
5656,5823,Toyota, Innova 2.5 VX (Diesel) 7 Seater,2015,1150000,40000,CT07,ST13,682024,Diesel,Individual,Manual,First Owner,12.99,100.6,2494.0,7,Kochi
5657,5824,Jaguar, XF 3.0 Litre S Premium Luxury,2016,3500000,35000,CT03,ST24,600039,Diesel,Individual,Automatic,First Owner,14.74,270.9,2993.0,5,Chennai
5658,5825,Volkswagen, Vento Diesel Highline,2012,280000,120000,CT12,ST28,201301,Diesel,Individual,Manual,Second Owner,20.54,103.6,1598.0,5,Noida
5659,5826,Mahindra, TUV 300 T10,2018,775000,50000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,18.49,100.0,1493.0,7,Vellore
5660,5827,Hyundai, Verna 1.6 SX,2012,420000,100000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,22.32,126.32,1582.0,5,Mangalore
5661,5828,Honda, City 1.5 V MT Exclusive,2010,310000,91000,CT15,ST20,751022,Petrol,Individual,Manual,Second Owner,17.0,118.0,1497.0,5,Bhubaneshwar
5662,5829,Jeep, Compass 2.0 Longitude Option BSIV,2017,1550000,50000,CT06,ST22,302013,Diesel,Individual,Manual,First Owner,17.1,170.0,1956.0,5,Jaipur
5663,5830,Fiat, Linea 1.3 Multijet Active,2015,375000,67000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,20.4,91.7,1248.0,5,Delhi
5664,5831,Hyundai, Grand i10 Sportz,2015,500000,40000,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,18.9,82.0,1197.0,5,Jaipur
5665,5832,Maruti, Ritz ZDi,2013,300000,100000,CT15,ST20,751022,Diesel,Individual,Manual,Second Owner,23.2,73.94,1248.0,5,Bhubaneshwar
5666,5833,Honda, City 2017-2020 GXi,2008,155000,120000,CT11,ST07,382220,Petrol,Individual,Manual,Second Owner,17.7,78.0,1497.0,5,Ahmedabad
5667,5834,Maruti, Swift Dzire LDI,2013,350000,185000,CT06,ST22,302013,Diesel,Individual,Manual,First Owner,23.4,74.0,1248.0,5,Jaipur
5668,5835,Mahindra, XUV500 AT W6 2WD,2016,950000,75000,CT10,ST12,560063,Diesel,Individual,Automatic,Third Owner,16.0,140.0,2179.0,7,Bangalore
5669,5836,Hyundai, Grand i10 CRDi Magna,2015,350000,80000,CT01,ST15,400035,Diesel,Individual,Manual,Third Owner,24.0,70.0,1120.0,5,Mumbai
5670,5837,Isuzu, D-Max V-Cross Z Prestige,2019,1900000,30000,CT24,ST13,680001,Diesel,Individual,Automatic,First Owner,12.4,147.9,1999.0,5,Thrissur
5671,5838,Tata, Nexon 1.2 Revotron XM,2020,537000,5000,CT01,ST15,400035,Petrol,Individual,Manual,First Owner,17.0,108.5,1198.0,5,Mumbai
5672,5839,Volkswagen, Polo 2015-2019 1.0 MPI Comfortline,2019,585000,10000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,18.78,75.0,999.0,5,Dehradun
5673,5841,Maruti, Ertiga VDI,2012,350000,140000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,20.77,88.76,1248.0,7,Noida
5674,5842,Hyundai, Elite i20 Sportz Plus BSIV,2019,700000,19000,CT05,ST25,500045,Petrol,Individual,Manual,First Owner,18.6,81.86,1197.0,5,Hyderabad
5675,5843,Maruti, Ertiga SHVS VDI,2017,849000,44600,CT18,ST21,141003,Diesel,Dealer,Manual,First Owner,24.52,88.5,1248.0,7,Ludhiana
5676,5844,Volkswagen, Polo GT TSI BSIV,2014,574000,28080,CT11,ST07,382220,Petrol,Dealer,Automatic,First Owner,0.0,103.25,1197.0,5,Ahmedabad
5677,5845,Hyundai, i20 Magna 1.2,2014,484999,28800,CT26,ST15,431001,Petrol,Dealer,Manual,First Owner,18.6,81.83,1197.0,5,Aurangabad
5678,5846,Renault, KWID RXT,2018,360000,21900,CT12,ST28,201301,Petrol,Dealer,Manual,First Owner,20.71,53.26,799.0,5,Noida
5679,5847,Volkswagen, Polo GT TSI BSIV,2014,575000,28100,CT05,ST25,500045,Petrol,Dealer,Automatic,First Owner,0.0,103.25,1197.0,5,Hyderabad
5680,5848,Honda, City i DTEC S,2014,550000,110000,CT16,ST23,737101,Diesel,Individual,Manual,Second Owner,26.0,98.6,1498.0,5,Gangtok
5681,5849,Hyundai, i20 Asta 1.4 CRDi,2016,700000,100000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,22.54,88.73,1396.0,5,Delhi
5682,5850,Maruti, Swift Dzire AMT VDI,2019,825000,7673,CT28,ST11,834001,Diesel,Individual,Automatic,First Owner,28.4,74.02,1248.0,5,Ranchi
5683,5851,Maruti, Wagon R LXI Minor,2008,114999,100000,CT03,ST24,600039,Petrol,Individual,Manual,Second Owner,18.9,67.0,1061.0,5,Chennai
5684,5852,Tata, Manza Aqua Safire,2009,150000,75000,CT26,ST15,431001,Petrol,Individual,Manual,Second Owner,15.0,90.0,1368.0,5,Aurangabad
5685,5853,Maruti, Swift Dzire AMT ZDI Plus,2018,851000,50000,CT10,ST12,560063,Diesel,Individual,Automatic,First Owner,28.4,74.02,1248.0,5,Bangalore
5686,5854,Hyundai, Verna 1.4 VTVT,2014,550000,40000,CT07,ST13,682024,Petrol,Individual,Manual,First Owner,17.43,105.5,1396.0,5,Kochi
5687,5855,Maruti, Ertiga SHVS VDI,2016,890000,40000,CT05,ST25,500045,Diesel,Individual,Manual,First Owner,24.52,88.5,1248.0,7,Hyderabad
5688,5856,Hyundai, i20 1.2 Magna,2012,265000,100000,CT15,ST20,751022,Petrol,Individual,Manual,Second Owner,18.5,80.0,1197.0,5,Bhubaneshwar
5689,5857,Mahindra, Scorpio 1.99 S10,2014,900000,110000,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,15.4,120.0,1997.0,7,Chennai
5690,5858,Chevrolet, Beat Diesel LS,2013,210000,96272,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,25.44,57.6,936.0,5,Bangalore
5691,5859,BMW, 3 Series 320d Prestige,2015,1650000,74000,CT28,ST11,834001,Diesel,Individual,Automatic,First Owner,18.88,184.0,1995.0,5,Ranchi
5692,5860,Toyota, Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000,168000,CT15,ST20,751022,Diesel,Individual,Manual,Second Owner,12.8,102.0,2494.0,7,Bhubaneshwar
5693,5861,Ford, Aspire Titanium BSIV,2019,675000,7000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,19.4,94.93,1194.0,5,Mangalore
5694,5862,Hyundai, i20 Active 1.4 SX with AVN,2017,715000,60000,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,21.19,88.73,1396.0,5,Surat
5695,5863,Tata, Indigo CS eVX,2013,227999,60000,CT18,ST21,141003,Diesel,Individual,Manual,Second Owner,25.0,69.01,1396.0,5,Ludhiana
5696,5864,Maruti, Wagon R VXI BS IV,2015,400000,22500,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,20.51,67.04,998.0,5,Jaipur
5697,5865,Maruti, Vitara Brezza ZDi AMT,2020,925000,7400,CT15,ST20,751022,Diesel,Individual,Automatic,First Owner,24.3,88.5,1248.0,5,Bhubaneshwar
5698,5866,Maruti, Swift Dzire VXi,2011,275000,70000,CT18,ST21,141003,Petrol,Individual,Manual,Third Owner,17.5,85.8,1298.0,5,Ludhiana
5699,5867,Maruti, Wagon R LXI Minor,2009,175000,67000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,18.9,67.0,1061.0,5,Aurangabad
5700,5868,Ford, Fusion 1.4 TDCi Diesel,2009,155000,110000,CT23,ST12,574142,Diesel,Individual,Manual,Third Owner,17.7,68.0,1399.0,5,Mangalore
5701,5869,Maruti, SX4 VDI,2012,325000,175000,CT25,ST01,524225,Diesel,Individual,Manual,Second Owner,21.5,88.8,1248.0,5,Nellore
5702,5870,Mahindra, Scorpio LX BSIV,2014,700000,120000,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,12.05,120.0,2179.0,9,Bangalore
5703,5871,Tata, Indica V2 DiCOR DLG BS-III,2008,50000,120000,CT14,ST07,395101,Diesel,Individual,Manual,Third Owner,17.5,70.0,1396.0,5,Surat
5704,5872,Mahindra, Scorpio LX,2012,450000,370000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,12.05,120.0,2179.0,9,Delhi
5705,5873,Hyundai, Verna 1.6 SX CRDi (O),2014,645000,150360,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,22.32,126.32,1582.0,5,Patna
5706,5874,Tata, Tigor 1.05 Revotorq XZ,2017,597000,15000,CT12,ST28,201301,Diesel,Individual,Manual,First Owner,24.7,69.0,1047.0,5,Noida
